year,author,method,reporting raw,reportScore,reportingOT,reportGrade,methods raw,methodsScore,methodsOT,methodsGrade
2012,Torp-Pedersen C,CTC,1,100,,,0.5,50,,
2012,Wang Shirley,CCTC,1,100,,,1,100,,
2012,Weeke P,CTC,1,100,,,0.5,50,,
2012,Wu Chi-Shin,CCO,1,100,,,0.5,50,,
2012,Zhang Yuqing,CCO,1,100,,,0.5,50,,
2013,Berry SD,CCO,1,100,,,0.5,50,,
2013,Berry SD,CCO,1,100,,,1,100,,
2013,Bird ST,CTC,1,100,,,1,100,,
2013,Bjorkenstam C,CCO,1,100,,,0.5,50,,
2013,Bonafide CP,CCO,1,100,,,1,100,,
2013,Brophy JM,CTC,1,100,,,1,100,,
2013,Cai Shubing,CCO,1,100,,,1,100,,
2013,Chang Chia-Hsuin,CCO,1,100,,,0.5,50,,
2013,Chang Yoosoo,CCO,1,100,,,1,100,,
2013,Cheng Yu-Cheng,CCO,1,100,,,1,100,,
2013,Choi Hyon,CCO,1,100,,,0.5,50,,
2013,Choi Nam-Kyong,CCO,1,100,,,1,100,,
2013,Choi Nam-Kyong,CCO,1,100,,,1,100,,
2013,Delaney JAC,CTC,1,100,,,1,100,,
2013,Delorme B,CCO,1,100,,,0.5,50,,
2013,Dore DD,CCO,1,100,,,1,100,,
2013,Emery JD,CTC,1,100,,,1,100,,
2013,Etminan M,CTC,1,100,,,1,100,,
2013,Foubert-Samier A,CCO,1,100,,,0.5,50,,
2013,Gadegbeku B,CCO,1,100,,,0.5,50,,
2013,Gau Susan Shur-Fen,CCO,1,100,,,1,100,,
2013,Hallqvist J,CCO,1,100,,,0.5,50,,
2013,Hartzema AG,CTC,1,100,,,1,100,,
2013,Holman CDJ,CTC,1,100,,,1,100,,
2013,Holmes JH,CCO,1,100,,,1,100,,
2013,Huang EJ,CCO,1,100,,,1,100,,
2013,Hyun Min Kyung,CCO,1,100,,,0.5,50,,
2013,Jang Eun Jin,CCO,1,100,,,0.5,50,,
2013,Jung Sun-Young,CCO,1,100,,,1,100,,
2013,Jung Sun-Young,CCO,1,100,,,1,100,,
2013,Karen R,CCO,1,100,,,1,100,,
2013,Kiel DP,CCO,1,100,,,0.5,50,,
2013,Kim Ju-Young,CCO,1,100,,,1,100,,
2013,Kim Kyungjoo,CCO,1,100,,,0.5,50,,
2013,Kwon Jun S,CCO,1,100,,,1,100,,
2013,Laflamme L,CCO,1,100,,,1,100,,
2013,Lagarde E,CCO,1,100,,,0.5,50,,
2013,Lagarde E,CCO,0.5,50,,,0.5,50,,
2013,Lai Mei-Shu,CCO,1,100,,,0.5,50,,
2013,Lee Chang-Hoon,CCO,1,100,,,0.5,50,,
2013,Lee Joongyub,CCO,1,100,,,1,100,,
2013,Lee Joongyub,CCO,1,100,,,1,100,,
2013,Lee Na Rae,CCO,1,100,,,0.5,50,,
2013,Lee Yoojin,CCO,1,100,,,1,100,,
2013,Liu Chia-Lin,CCO,1,100,,,0.5,50,,
2013,Ljung R,CCO,1,100,,,0.5,50,,
2013,Moller J,CCO,1,100,,,1,100,,
2013,Moller J,CCO,1,100,,,0.5,50,,
2013,Moore N,CCO,1,100,,,0.5,50,,
2013,Nadkarni VM,CCO,1,100,,,1,100,,
2013,Orriols L,CCO,1,100,,,0.5,50,,
2013,Orriols L,CCO,0.5,50,,,0.5,50,,
2013,Park Byung-Joo,CCO,1,100,,,1,100,,
2013,Park Byung-Joo,CCO,1,100,,,1,100,,
2013,Philip P,CCO,1,100,,,0.5,50,,
2013,Price SD,CTC,1,100,,,1,100,,
2013,Ringback G,CCO,1,100,,,0.5,50,,
2013,Salmi P,CCO,1,100,,,0.5,50,,
2013,Sanfilippo FM,CTC,1,100,,,1,100,,
2013,Shau Wen-Yi,CCO,1,100,,,0.5,50,,
2013,Shin Ju-Young,CCO,1,100,,,1,100,,
2013,Soderberg KC,CCO,1,100,,,1,100,,
2013,Song HJ,CCO,1,100,,,1,100,,
2013,Suissa S,CCO,0.5,50,,,0.5,50,,
2013,Tricotel A,CCO,1,100,,,0.5,50,,
2013,Tsai Hui-Ju,CCO,1,100,,,1,100,,
2013,Wang Sheng-Chang,CCO,1,100,,,1,100,,
2013,Wilchesky M,CCO,0.5,50,,,0.5,50,,
2013,Wu Chi-Shin,CCO,1,100,,,1,100,,
2013,Wu Chi-Shin,CCO,1,100,,,0.5,50,,
2013,Yim Jae-Joon,CCO,1,100,,,0.5,50,,
2013,Zhang Yuqing,CCO,1,100,,,0.5,50,,
2013,Zhu Yanyan,CCO,1,100,,,0.5,50,,
2013,Marcy SM,SCCS,1,100,,,1,100,,
2011,Aguinaga-Villasenor RG,SCCS,0,0,,,1,100,,
2005,Ali M,SCCS,0.5,50,,,1,100,,
2011,Al-Shahi Salman R,SCCS,1,100,,,1,100,,
2001,Andrews N,SCCS,0,0,,,1,100,,
2001,Andrews N,SCCS,0,0,,,1,100,,
2003,Andrews N,SCCS,0,0,,,1,100,,
2006,Andrews N,SCCS,0,0,,,1,100,,
2007,Andrews N,SCCS,0,0,,,1,100,,
2007,Andrews N,SCCS,0,0,,,1,100,,
2007,Andrews N,SCCS,0,0,,,1,100,,
2007,Andrews N,SCCS,0,0,,,1,100,,
2008,Andrews N,SCCS,0,0,,,1,100,,
2009,Andrews N,SCCS,0,0,,,1,100,,
2009,Andrews N,SCCS,0,0,,,1,100,,
2011,Andrews N,SCCS,1,100,,,1,100,,
2011,Andrews N,SCCS,0,0,,,1,100,,
2012,Andrews N,SCCS,1,100,,,1,100,,
2012,Andrews N,SCCS,0,0,,,1,100,,
2013,Andrews N,SCCS,0,0,,,1,100,,
2012,Arnheim-Dahlstrom L,SCCS,0,0,,,1,100,,
2011,Arthur A,SCCS,0,0,,,0.5,50,,
2013,Asturias EJ,SCCS,1,100,,,1,100,,
2012,Austin PC,SCCS,1,100,,,0.5,50,,
2013,Austin PC,SCCS,1,100,,,0.5,50,,
2010,Baggs JM,SCCS,0.5,50,,,1,100,,
2011,Baggs JM,SCCS,0,0,,,1,100,,
2012,Baggs JM,SCCS,0,0,,,1,100,,
2012,Baggs JM,SCCS,1,100,,,1,100,,
2011,Barbosa MR,SCCS,0,0,,,1,100,,
2000,Barreto ML,SCCS,1,100,,,1,100,,
2011,Barton G,SCCS,0,0,,,0.5,50,,
2012,Baxter R,SCCS,0,0,,,1,100,,
2012,Baxter R,SCCS,1,100,,,1,100,,
2013,Baxter R,SCCS,1,100,,,1,100,,
2013,Beau-Lejdstrom R,SCCS,0,0,,,1,100,,
2013,Beghi E,SCCS,0,0,,,1,100,,
2012,Beland SG,SCCS,0,0,,,0.5,50,,
2009,Belongia EA,SCCS,0,0,,,1,100,,
2011,Belongia EA,SCCS,0,0,,,1,100,,
2013,Benchimol EI,SCCS,0,0,,,1,100,,
2013,Benedetti MD,SCCS,0,0,,,1,100,,
2011,Bianchi C,SCCS,0.5,50,,,1,100,,
2013,Bines J,SCCS,0,0,,,1,100,,
2013,Bird ST,SCCS,0,0,,,1,100,,
2001,Black SB,SCCS,0,0,,,1,100,,
2013,Black SB,SCCS,0,0,,,1,100,,
2012,Blum M,SCCS,0.5,50,,,1,100,,
2001,Bohlke K,SCCS,0,0,,,1,100,,
2012,Bonhoeffer J,SCCS,1,100,,,1,100,,
2013,Bonhoeffer J,SCCS,0,0,,,1,100,,
2004,Bopp M,SCCS,0,0,,,1,100,,
2012,Boucher RM,SCCS,0,0,,,1,100,,
2012,Boulianne N,SCCS,0,0,,,1,100,,
2007,Bowley JS,SCCS,0,0,,,1,100,,
2006,Boyd JH,SCCS,0,0,,,1,100,,
2012,Breuer T,SCCS,0.5,50,,,1,100,,
2005,Britton J,SCCS,0,0,,,1,100,,
2005,Britton J,SCCS,0,0,,,1,100,,
2010,Broder KR,SCCS,0.5,50,,,1,100,,
2013,Brophy JM,SCCS,0,0,,,1,100,,
2012,Brunet D,SCCS,0,0,,,1,100,,
2011,Bryan P,SCCS,0,0,,,1,100,,
2013,Bryan P,SCCS,0,0,,,1,100,,
2007,Bryant NJ,SCCS,0,0,,,1,100,,
2011,Bulhoes MM,SCCS,0,0,,,1,100,,
2012,Butt DA,SCCS,1,100,,,0.5,50,,
2013,Butt DA,SCCS,1,100,,,0.5,50,,
2013,Buttery J,SCCS,0,0,,,1,100,,
2013,Buttery J,SCCS,0,0,,,1,100,,
2006,Cameron JC,SCCS,0,0,,,1,100,,
2005,Canh Gia D,SCCS,0.5,50,,,1,100,,
2005,Card T,SCCS,0,0,,,0,0,,
2005,Card T,SCCS,0,0,,,0.5,50,,
2001,Cardenas AZ,SCCS,0,0,,,1,100,,
2013,Carlin JB,SCCS,0,0,,,1,100,,
2012,Carter GL,SCCS,1,100,,,0,0,,
2011,Ceron-Rodriguez M,SCCS,0,0,,,1,100,,
2012,Cervantes-Apolinar M,SCCS,0.5,50,,,1,100,,
2011,Cesar ED,SCCS,0,0,,,1,100,,
2011,Chakraborty P,SCCS,0,0,,,1,100,,
2011,Chakraborty P,SCCS,0,0,,,1,100,,
2012,Charles PG,SCCS,0,0,,,1,100,,
2006,Charlton J,SCCS,0.5,50,,,1,100,,
2001,Chen Robert T,SCCS,0,0,,,1,100,,
2004,Chen Robert T,SCCS,0,0,,,1,100,,
2012,Cheng A,SCCS,0,0,,,1,100,,
2013,Chih Yi-Chlen,SCCS,0.5,50,,,1,100,,
2013,Chio A,SCCS,0,0,,,1,100,,
2012,Christensen J,SCCS,0,0,,,1,100,,
2013,Chuang Jen-Hsiang,SCCS,0.5,50,,,1,100,,
2013,Chuang SK,SCCS,0,0,,,1,100,,
2005,Clemens JD,SCCS,0.5,50,,,1,100,,
2012,Clothier HJ,SCCS,0,0,,,1,100,,
2012,Colindres RE,SCCS,0.5,50,,,1,100,,
1995,Colville A,SCCS,0,0,,,1,100,,
2013,Contreras-Roldan IL,SCCS,1,100,,,1,100,,
2011,Correale J,SCCS,0.5,50,,,1,100,,
2011,Cortes MD,SCCS,0,0,,,1,100,,
2011,Coupland CAC,SCCS,0,0,,,0.5,50,,
2011,Coupland CAC,SCCS,0.5,50,,,1,100,,
2012,Crawford NW,SCCS,0,0,,,1,100,,
2013,Crawford NW,SCCS,0,0,,,1,100,,
2001,Crowcroft NS,SCCS,0,0,,,1,100,,
2011,Crowcroft NS,SCCS,0,0,,,1,100,,
2011,Crowcroft NS,SCCS,0.5,50,,,1,100,,
2011,Crowcroft NS,SCCS,0,0,,,1,100,,
2012,Crowcroft NS,SCCS,1,100,,,1,100,,
2000,Cunha S,SCCS,1,100,,,1,100,,
2013,D'Alessandro R,SCCS,0,0,,,1,100,,
2012,Daley JM,SCCS,1,100,,,1,100,,
2011,Daley MF,SCCS,0,0,,,1,100,,
2012,Daley MF,SCCS,0,0,,,1,100,,
2012,Dartigues JF,SCCS,0,0,,,0.5,50,,
2012,Dassanayake TL,SCCS,1,100,,,0,0,,
2001,Davis RL,SCCS,0,0,,,1,100,,
2012,Day B,SCCS,0,0,,,1,100,,
2012,Day T,SCCS,0,0,,,1,100,,
2011,de Carvalho FM,SCCS,0,0,,,1,100,,
2011,De Oliveira LH,SCCS,0,0,,,1,100,,
2011,de Oliveira MEP,SCCS,0,0,,,1,100,,
2012,De Serres G,SCCS,0,0,,,1,100,,
2013,de Vries CS,SCCS,0,0,,,1,100,,
2012,De Wals P,SCCS,0,0,,,1,100,,
2013,De Wals P,SCCS,0,0,,,1,100,,
2012,DeAntonio-Suarez R,SCCS,0.5,50,,,1,100,,
2012,Deceuninck G,SCCS,0,0,,,1,100,,
2013,Deceuninck G,SCCS,0,0,,,1,100,,
2011,Deeks SL,SCCS,0,0,,,1,100,,
2011,Deeks SL,SCCS,0.5,50,,,1,100,,
2012,Deeks SL,SCCS,1,100,,,1,100,,
2011,degli Atti MC,SCCS,0.5,50,,,1,100,,
2013,Delaney JAC,SCCS,0,0,,,1,100,,
2001,DeStefano F,SCCS,0,0,,,1,100,,
2011,DeStefano F,SCCS,0,0,,,1,100,,
2012,DeStefano F,SCCS,0,0,,,1,100,,
2011,Dhiman P,SCCS,0,0,,,0.5,50,,
2013,Dodd CN,SCCS,0,0,,,1,100,,
2009,Donahue JG,SCCS,0,0,,,1,100,,
2013,Donahue JG,SCCS,1,100,,,1,100,,
2013,Donegan K,SCCS,0,0,,,1,100,,
2011,Dorame-Castillo R,SCCS,0,0,,,1,100,,
2011,dos Santos AR,SCCS,0,0,,,1,100,,
2008,Douglas I,SCCS,0,0,,,0,0,,
2008,Douglas I,SCCS,0,0,,,0.5,50,,
2009,Douglas I,SCCS,0.5,50,,,0.5,50,,
2009,Douglas I,SCCS,0,0,,,0.5,50,,
2009,Douglas I,SCCS,0,0,,,0,0,,
2012,Douglas I,SCCS,0.5,50,,,0.5,50,,
2000,Dourado I,SCCS,1,100,,,1,100,,
2011,Drew L,SCCS,0,0,,,1,100,,
2013,Ducharme R,SCCS,1,100,,,1,100,,
2012,Ducruet T,SCCS,0,0,,,0.5,50,,
2010,Dugdale S,SCCS,0,0,,,1,100,,
2011,Edwards KM,SCCS,0,0,,,1,100,,
2011,Escolano S,SCCS,0,0,,,1,100,,
2011,Esparza-Aguilar M,SCCS,0,0,,,1,100,,
2013,Etminan M,SCCS,0,0,,,1,100,,
2009,Evans SJ,SCCS,0.5,50,,,0.5,50,,
2010,Evans SJ,SCCS,0,0,,,1,100,,
2012,Evans SJ,SCCS,0.5,50,,,0.5,50,,
2013,Evans SJ,SCCS,0,0,,,0.5,50,,
2001,Fair E,SCCS,0,0,,,1,100,,
2013,Fardet L,SCCS,0,0,,,1,100,,
2011,Farez MF,SCCS,0.5,50,,,1,100,,
1995,Farrington CP,SCCS,0,0,,,1,100,,
2000,Farrington CP,SCCS,1,100,,,1,100,,
2001,Farrington CP,SCCS,0,0,,,1,100,,
2001,Farrington CP,SCCS,0,0,,,1,100,,
2001,Farrington CP,SCCS,0,0,,,1,100,,
2001,Farrington CP,SCCS,0,0,,,1,100,,
2003,Farrington CP,SCCS,0,0,,,0.5,50,,
2003,Farrington CP,SCCS,0,0,,,1,100,,
2004,Farrington CP,SCCS,0,0,,,1,100,,
2005,Farrington CP,SCCS,0,0,,,1,100,,
2005,Farrington CP,SCCS,0,0,,,1,100,,
2005,Farrington CP,SCCS,0,0,,,0,0,,
2005,Farrington CP,SCCS,0,0,,,0.5,50,,
2011,Farrington CP,SCCS,0,0,,,1,100,,
2012,Farrington CP,SCCS,0,0,,,0.5,50,,
2011,Ferreira LB,SCCS,0,0,,,1,100,,
2013,Filippini G,SCCS,0,0,,,1,100,,
2006,Finlayson AR,SCCS,0,0,,,1,100,,
2012,Fireman BH,SCCS,1,100,,,1,100,,
2011,Flannery B,SCCS,0,0,,,1,100,,
1995,Flower A,SCCS,0,0,,,1,100,,
2011,Fojaco-Gonzalez F,SCCS,0,0,,,1,100,,
2005,Fortun PJ,SCCS,0,0,,,0,0,,
2012,Fourrier-Reglat A,SCCS,0,0,,,0.5,50,,
2011,Frova L,SCCS,0.5,50,,,1,100,,
2013,Galeotti F,SCCS,0,0,,,1,100,,
2013,Garcia-Melgar AJ,SCCS,1,100,,,1,100,,
2001,Gargiullo PM,SCCS,0,0,,,1,100,,
2001,Gargiullo PM,SCCS,0,0,,,1,100,,
2010,Gargiullo PM,SCCS,0.5,50,,,1,100,,
2011,Gargiullo PM,SCCS,0,0,,,1,100,,
2012,Gargiullo PM,SCCS,0,0,,,1,100,,
2012,Gates P,SCCS,0,0,,,1,100,,
2012,Gay C,SCCS,0,0,,,1,100,,
2013,Gaynes BN,SCCS,0,0,,,0,0,,
2010,Gilbert R,SCCS,0,0,,,1,100,,
2013,Gimenez-Sanchez F,SCCS,0,0,,,1,100,,
2011,Gladman J,SCCS,0.5,50,,,0.5,50,,
2011,Gladman J,SCCS,0.5,50,,,0.5,50,,
2009,Glanz JM,SCCS,0,0,,,1,100,,
2011,Glanz JM,SCCS,0,0,,,1,100,,
2011,Glanz JM,SCCS,0,0,,,1,100,,
2012,Glanz JM,SCCS,0,0,,,1,100,,
2013,Glanz JM,SCCS,1,100,,,1,100,,
2012,Glazier RH,SCCS,1,100,,,0.5,50,,
2013,Glazier RH,SCCS,1,100,,,0.5,50,,
2005,Godfrey C,SCCS,0,0,,,1,100,,
2005,Godfrey C,SCCS,0,0,,,1,100,,
2010,Gold M,SCCS,0,0,,,1,100,,
2012,Gomes T,SCCS,1,100,,,0.5,50,,
2013,Gomes T,SCCS,1,100,,,0.5,50,,
2012,Grajales C,SCCS,0.5,50,,,1,100,,
2007,Grant A,SCCS,0,0,,,1,100,,
2011,Gribbin J,SCCS,0.5,50,,,0.5,50,,
2011,Gribbin J,SCCS,0.5,50,,,0.5,50,,
2008,Grosso A,SCCS,0,0,,,0.5,50,,
2009,Grosso A,SCCS,0,0,,,0.5,50,,
2009,Grosso A,SCCS,0,0,,,0,0,,
2012,Grosso A,SCCS,0.5,50,,,0.5,50,,
2006,Gulliford MC,SCCS,0.5,50,,,1,100,,
2013,Gutierrez-Gimeno MV,SCCS,0,0,,,1,100,,
2011,Gutierrez-Ramirez SF,SCCS,0,0,,,1,100,,
2011,Gwini SM,SCCS,0.5,50,,,1,100,,
2004,Hall AJ,SCCS,0,0,,,1,100,,
2012,Hallgreen J,SCCS,0,0,,,1,100,,
2013,Halsey NA,SCCS,1,100,,,1,100,,
2011,Hambidge SJ,SCCS,0,0,,,1,100,,
2011,Hambidge SJ,SCCS,0,0,,,1,100,,
2012,Hambidge SJ,SCCS,0,0,,,1,100,,
2007,Hamidi-Manesh L,SCCS,0,0,,,1,100,,
2003,Harrison T,SCCS,0,0,,,1,100,,
2013,Hartman K,SCCS,1,100,,,1,100,,
2013,Hartzema AG,SCCS,0,0,,,1,100,,
2011,Hawken S,SCCS,0,0,,,1,100,,
2011,Hawken S,SCCS,0.5,50,,,1,100,,
2011,Hawken S,SCCS,0,0,,,1,100,,
2012,Hawken S,SCCS,1,100,,,1,100,,
2012,Hawken S,SCCS,0,0,,,1,100,,
2013,Hawken S,SCCS,0,0,,,1,100,,
2013,Hawken S,SCCS,1,100,,,1,100,,
2005,Hawkey CJ,SCCS,0,0,,,0,0,,
2013,Haynes K,SCCS,0,0,,,0,0,,
2013,Heijbel H,SCCS,0,0,,,1,100,,
2012,Hemingway H,SCCS,0.5,50,,,0.5,50,,
2011,Henningsen KH,SCCS,0.5,50,,,1,100,,
2012,Hernandez MT,SCCS,0.5,50,,,1,100,,
2011,Hernandez-Hernandez LD,SCCS,0,0,,,1,100,,
2011,Hill C,SCCS,0,0,,,1,100,,
2008,Hingorani A,SCCS,0,0,,,0.5,50,,
2009,Hingorani A,SCCS,0,0,,,0.5,50,,
2009,Hingorani A,SCCS,0,0,,,0,0,,
2012,Hingorani A,SCCS,0.5,50,,,0.5,50,,
2011,Hippisley-Cox J,SCCS,0,0,,,0.5,50,,
2013,Hua W,SCCS,0,0,,,1,100,,
2010,Huang Wan-Ting,SCCS,0.5,50,,,1,100,,
2013,Huang Wan-Ting,SCCS,0.5,50,,,1,100,,
2003,Hubbard R,SCCS,0,0,,,0.5,50,,
2003,Hubbard R,SCCS,0,0,,,1,100,,
2004,Hubbard R,SCCS,0,0,,,1,100,,
2005,Hubbard R,SCCS,0,0,,,1,100,,
2005,Hubbard R,SCCS,0,0,,,1,100,,
2005,Hubbard R,SCCS,0,0,,,0,0,,
2005,Hubbard R,SCCS,0,0,,,0.5,50,,
2009,Hubbard R,SCCS,0,0,,,0,0,,
2011,Hubbard R,SCCS,0.5,50,,,0.5,50,,
2011,Hubbard R,SCCS,0.5,50,,,0.5,50,,
2013,Hughes H,SCCS,0,0,,,1,100,,
2006,Hughes RA,SCCS,0.5,50,,,1,100,,
2013,Hur K,SCCS,0,0,,,1,100,,
2012,Hviid A,SCCS,1,100,,,1,100,,
2012,Hviid A,SCCS,0,0,,,1,100,,
2013,Hviid A,SCCS,0,0,,,1,100,,
2012,Irving S,SCCS,0,0,,,1,100,,
2010,Iskander JK,SCCS,0.5,50,,,1,100,,
2013,Izurieta H,SCCS,0,0,,,1,100,,
2012,Jackson LA,SCCS,0,0,,,1,100,,
2012,Jackson LA,SCCS,1,100,,,1,100,,
2013,Jackson LA,SCCS,1,100,,,1,100,,
2012,Jacobsen SJ,SCCS,0,0,,,1,100,,
2012,Jacobsen SJ,SCCS,1,100,,,1,100,,
2013,Jacobsen SJ,SCCS,1,100,,,1,100,,
2012,Johansen K,SCCS,1,100,,,1,100,,
2012,Jones AL,SCCS,1,100,,,0,0,,
2001,Jumaan AO,SCCS,0,0,,,1,100,,
2006,Juurlink DN,SCCS,0.5,50,,,1,100,,
2009,Juurlink DN,SCCS,0.5,50,,,1,100,,
2008,Kafatos G,SCCS,0,0,,,1,100,,
2011,Keelan J,SCCS,0,0,,,1,100,,
2013,Kelman J,SCCS,0,0,,,1,100,,
2009,Kieke BA,SCCS,0,0,,,1,100,,
2012,Kiers L,SCCS,0,0,,,1,100,,
2013,Kilpi T,SCCS,0,0,,,1,100,,
2013,King B,SCCS,0,0,,,1,100,,
2010,Klein NP,SCCS,0.5,50,,,1,100,,
2011,Klein NP,SCCS,0,0,,,1,100,,
2006,Kopp A,SCCS,0.5,50,,,1,100,,
2009,Kopp A,SCCS,0.5,50,,,1,100,,
2001,Kramarz P,SCCS,0,0,,,1,100,,
2006,Kwong JC,SCCS,0.5,50,,,1,100,,
2009,Kwong JC,SCCS,0.5,50,,,1,100,,
2011,Kwong JC,SCCS,0,0,,,1,100,,
2011,Kwong JC,SCCS,0.5,50,,,1,100,,
2011,Kwong JC,SCCS,0,0,,,1,100,,
2012,Kwong JC,SCCS,1,100,,,1,100,,
2013,Kwong JC,SCCS,0,0,,,1,100,,
2012,Landry M,SCCS,0,0,,,1,100,,
2006,Latinovic R,SCCS,0.5,50,,,1,100,,
2001,LeBaron CW,SCCS,0,0,,,1,100,,
2011,Lee Grace M,SCCS,0,0,,,1,100,,
2013,Lee KJ,SCCS,0,0,,,1,100,,
2012,Lewis P,SCCS,0,0,,,1,100,,
2005,Lewis S,SCCS,0,0,,,1,100,,
2005,Lewis S,SCCS,0,0,,,1,100,,
2011,Lewis S,SCCS,0.5,50,,,0.5,50,,
2011,Lewis S,SCCS,0.5,50,,,0.5,50,,
2012,Li J,SCCS,0,0,,,1,100,,
2013,Liao Tzu-Lin,SCCS,0.5,50,,,1,100,,
2001,Lieu TA,SCCS,0,0,,,1,100,,
2004,Linder T,SCCS,0,0,,,1,100,,
2012,Liu A,SCCS,1,100,,,1,100,,
2001,Livingood JR,SCCS,0,0,,,1,100,,
2013,Logroscino G,SCCS,0,0,,,1,100,,
2013,Lopert R,SCCS,0,0,,,1,100,,
2011,Lopez-Callada VR,SCCS,0,0,,,1,100,,
2013,Lopez-Callada VR,SCCS,0,0,,,1,100,,
2000,Lucena R,SCCS,1,100,,,1,100,,
2011,Luna-Cruz ME,SCCS,0,0,,,1,100,,
2008,MacAllister R,SCCS,0,0,,,0.5,50,,
2009,MacAllister R,SCCS,0,0,,,0.5,50,,
2009,MacAllister R,SCCS,0,0,,,0,0,,
2013,Macartney KK,SCCS,0,0,,,1,100,,
2013,Macartney KK,SCCS,0,0,,,1,100,,
2012,Macdonnell R,SCCS,0,0,,,1,100,,
2011,Maluf EMC,SCCS,0,0,,,1,100,,
2012,Mamdani M,SCCS,1,100,,,0.5,50,,
2013,Mamdani M,SCCS,1,100,,,0.5,50,,
2006,Manuel DG,SCCS,0.5,50,,,1,100,,
2011,Manuel DG,SCCS,0,0,,,1,100,,
2011,Manuel DG,SCCS,0.5,50,,,1,100,,
2011,Manuel DG,SCCS,0,0,,,1,100,,
2012,Manuel DG,SCCS,1,100,,,1,100,,
2001,Marcy SM,SCCS,0,0,,,1,100,,
2012,Marcy SM,SCCS,1,100,,,1,100,,
2001,Marie GC,SCCS,0,0,,,1,100,,
2011,Marquez AB,SCCS,0,0,,,1,100,,
2013,Marshall SW,SCCS,0,0,,,0,0,,
2011,Martinez-Alcazar M,SCCS,0,0,,,1,100,,
2011,Massari M,SCCS,0.5,50,,,1,100,,
2013,Massari M,SCCS,0,0,,,1,100,,
2001,Massoudi MS,SCCS,0,0,,,1,100,,
2011,Matus CR,SCCS,0,0,,,1,100,,
2010,McCaul KA,SCCS,0,0,,,1,100,,
2011,McClure D,SCCS,0,0,,,1,100,,
2012,McClure D,SCCS,0,0,,,1,100,,
2012,McElduff P,SCCS,1,100,,,0,0,,
2006,McGee A,SCCS,0.5,50,,,1,100,,
2013,McIntyre PB,SCCS,0,0,,,1,100,,
2000,Melo A,SCCS,1,100,,,1,100,,
2012,Mercadillo MG,SCCS,0.5,50,,,1,100,,
2011,Mercado-Villegas B,SCCS,0,0,,,1,100,,
2011,Mesa J,SCCS,0,0,,,1,100,,
2012,Michie PT,SCCS,1,100,,,0,0,,
1995,Miller E,SCCS,0,0,,,1,100,,
2001,Miller E,SCCS,0,0,,,1,100,,
2001,Miller E,SCCS,0,0,,,1,100,,
2001,Miller E,SCCS,0,0,,,1,100,,
2003,Miller E,SCCS,0,0,,,1,100,,
2006,Miller E,SCCS,0,0,,,1,100,,
2007,Miller E,SCCS,0,0,,,1,100,,
2007,Miller E,SCCS,0,0,,,1,100,,
2007,Miller E,SCCS,0,0,,,1,100,,
2007,Miller E,SCCS,0,0,,,1,100,,
2008,Miller E,SCCS,0,0,,,1,100,,
2009,Miller E,SCCS,0,0,,,1,100,,
2009,Miller E,SCCS,0,0,,,1,100,,
2011,Miller E,SCCS,1,100,,,1,100,,
2011,Miller E,SCCS,0,0,,,1,100,,
2012,Miller E,SCCS,1,100,,,1,100,,
2005,Minh TT,SCCS,0.5,50,,,1,100,,
2006,Moineddin R,SCCS,0.5,50,,,1,100,,
2012,Moore N,SCCS,0,0,,,0.5,50,,
2013,Morales-Oquendo V,SCCS,1,100,,,1,100,,
2012,Morgan O,SCCS,0,0,,,1,100,,
2011,Morgan TM,SCCS,0,0,,,1,100,,
1995,Morgan-Capner P,SCCS,0,0,,,1,100,,
2012,Moride Y,SCCS,0,0,,,0.5,50,,
2011,Morriss R,SCCS,0,0,,,0.5,50,,
2013,Moulton LH,SCCS,1,100,,,1,100,,
2001,Mullooly JP,SCCS,0,0,,,1,100,,
2011,Mullooly JP,SCCS,0,0,,,1,100,,
2001,Murphy TV,SCCS,0,0,,,1,100,,
2004,Mutsch M,SCCS,0,0,,,1,100,,
2013,Naftel AJ,SCCS,0,0,,,0,0,,
2009,Naleway AL,SCCS,0,0,,,1,100,,
2011,Naleway AL,SCCS,0,0,,,1,100,,
2012,Naleway AL,SCCS,0,0,,,1,100,,
2013,Naleway AL,SCCS,1,100,,,1,100,,
2011,Narwaney KJ,SCCS,0,0,,,1,100,,
2012,Narwaney KJ,SCCS,0,0,,,1,100,,
1995,Nash J,SCCS,0,0,,,1,100,,
2010,Nazareth I,SCCS,0,0,,,1,100,,
2013,Nazareth I,SCCS,0,0,,,1,100,,
2013,Nazareth I,SCCS,0,0,,,0.5,50,,
2001,Nelson DB,SCCS,0,0,,,1,100,,
2011,Newcomer SR,SCCS,0,0,,,1,100,,
2011,Nordin JD,SCCS,0,0,,,1,100,,
2012,Nordin JD,SCCS,0,0,,,1,100,,
2012,Nordin JD,SCCS,1,100,,,1,100,,
2013,Nordin JD,SCCS,1,100,,,1,100,,
2007,Ohrling A,SCCS,0,0,,,1,100,,
2001,Okoro CA,SCCS,0,0,,,1,100,,
2012,Olsen J,SCCS,0,0,,,1,100,,
2012,Ortega-Barria E,SCCS,0.5,50,,,1,100,,
2011,Osnaya-Romero N,SCCS,0,0,,,1,100,,
2012,Pariente A,SCCS,0,0,,,0.5,50,,
2005,Park JK,SCCS,0.5,50,,,1,100,,
2011,Patel MM,SCCS,0,0,,,1,100,,
2001,Pena MS,SCCS,0,0,,,1,100,,
